kello,onntyyppi,lkmpp,lkmjk,lkmmuukulk,lkmhapa,lkmlaka,lkmmo,lkmmp,x,vvonn,kkonn,vakav,y
00.00-00.59,8,0,0,0,1,0,0,0,384122.02,2020,4,2,6681323.36
07.00-07.59,8,0,0,0,1,0,0,0,383194.94,2020,6,2,6680682.43
07.00-07.59,1,1,0,0,1,0,0,0,385293.62,2020,8,2,6679831.53
19.00-19.59,0,0,0,0,3,0,0,0,385184.17,2020,3,2,6680040.76
14.00-14.59,9,0,1,0,1,0,0,0,382892,2020,5,3,6679034
16.00-16.59,0,0,0,0,5,0,0,0,382972.88,2020,3,2,6679398.3
09.00-09.59,6,0,1,0,1,0,0,0,384915.62,2020,1,2,6678832.41
10.00-10.59,8,0,0,0,1,0,0,0,384019.14,2020,3,2,6678022.31
18.00-18.59,0,0,0,0,3,0,0,0,383073.91,2020,11,2,6679412.16
19.00-19.59,8,0,0,0,1,0,0,0,383207.06,2020,8,2,6679406.07
14.00-14.59,1,1,0,0,1,0,0,0,383687.3,2020,10,2,6676889.86
13.00-13.59,8,0,0,0,1,0,0,0,383289.81,2020,3,2,6679386.88
16.00-16.59,1,0,0,0,2,0,0,0,384123.93,2020,4,2,6677718.83
08.00-08.59,7,0,2,0,1,0,0,0,381057,2020,9,2,6681965
13.00-13.59,4,1,0,0,1,0,0,0,382355.65,2020,9,2,6682221.05
07.00-07.59,6,0,1,0,0,1,0,0,381393.66,2020,1,2,6682496.45
13.00-13.59,4,1,0,0,1,0,0,0,381254.76,2020,8,2,6683334.08
14.00-14.59,5,0,0,0,1,1,0,0,382234.59,2020,12,2,6682590.76
07.00-07.59,0,0,0,0,0,2,0,0,381391.68,2020,8,2,6682711.96
17.00-17.59,1,0,0,0,1,0,1,0,381037.99,2020,12,3,6683401.15
18.00-18.59,0,0,0,0,2,0,0,0,382402.11,2020,5,2,6683789.13
15.00-15.59,0,0,0,0,4,0,0,0,382031.02,2020,5,2,6684629.01
16.00-16.59,0,0,0,0,1,0,0,1,381500.13,2020,11,2,6679505.35
15.00-15.59,4,1,0,0,1,0,0,0,381941.78,2020,11,2,6680361.32
14.00-14.59,0,0,0,0,1,0,0,1,381339.1,2020,8,1,6679693.61
14.00-14.59,5,1,0,0,1,0,0,0,382771,2020,4,2,6680128
19.00-19.59,0,0,0,0,4,0,0,0,381445.47,2020,6,2,6679553.81
21.00-21.59,2,1,0,0,1,0,0,0,382678.8,2020,4,2,6680684.03
16.00-16.59,4,1,0,0,1,0,0,0,381308.1,2020,4,2,6681365.81
15.00-15.59,6,0,1,0,1,0,0,0,382108.82,2020,12,2,6681686.29
14.00-14.59,2,0,0,0,2,0,0,0,382169.25,2020,4,2,6681729.63
15.00-15.59,0,0,0,0,3,0,0,0,382843.98,2020,1,2,6679000.02
16.00-16.59,5,1,0,0,1,0,0,0,381407.18,2020,9,2,6677733.4
21.00-21.59,2,0,0,0,2,0,0,0,381116.46,2020,4,2,6679179.96
16.00-16.59,0,0,0,0,2,0,0,0,381179.15,2020,2,2,6679216.37
19.00-19.59,0,0,0,0,1,0,0,1,382727.26,2020,8,2,6677138.58
17.00-17.59,1,1,0,0,1,0,0,0,382215.81,2020,1,2,6678647.46
10.00-10.59,0,0,0,0,2,0,0,0,381772.57,2020,11,2,6679459.9
16.00-16.59,6,0,1,0,1,0,0,0,382582.56,2020,11,2,6676795.85
18.00-18.59,0,0,0,0,1,1,0,0,382173.14,2020,9,2,6678660.69
01.00-01.59,6,0,1,0,1,0,0,0,379097.62,2020,11,2,6683379.08
18.00-18.59,1,1,0,0,1,0,0,0,380589.83,2020,1,3,6683395.25
12.00-12.59,2,0,0,0,2,0,0,0,378863.32,2020,2,2,6683822.21
11.00-11.59,1,1,0,0,1,0,0,0,380440.47,2020,7,2,6683859.87
18.00-18.59,2,0,0,0,2,0,0,0,380346.77,2020,1,3,6684554.94
13.00-13.59,4,1,0,0,1,0,0,0,380888.61,2020,8,2,6684073.57
15.00-15.59,1,1,0,0,1,0,0,0,380889.19,2020,8,2,6684056.92
15.00-15.59,5,0,0,0,1,0,1,0,378530.19,2020,7,2,6684071.41
12.00-12.59,8,0,0,0,1,0,0,0,379147.24,2020,8,2,6684338.23
18.00-18.59,0,0,0,0,2,0,0,0,380995.83,2020,10,2,6680144.41
13.00-13.59,4,1,0,0,1,0,0,0,381029.27,2020,5,2,6680872.37
19.00-19.59,6,0,1,0,1,0,0,0,378622.82,2020,2,3,6682901.58
15.00-15.59,1,0,0,0,1,0,0,1,379548.12,2020,5,2,6681751.8
16.00-16.59,4,1,0,0,1,0,0,0,380870.46,2020,6,2,6682221.22
12.00-12.59,1,0,0,0,2,0,0,0,379599.14,2020,10,2,6681733.45
19.00-19.59,0,0,0,0,3,0,0,0,379607.52,2020,5,2,6681727.28
19.00-19.59,6,0,1,0,1,0,0,0,379608.19,2020,6,2,6681752.45
20.00-20.59,8,0,0,1,0,0,0,0,379063.69,2020,5,2,6682954.73
18.00-18.59,6,0,1,0,1,0,0,0,380775.83,2020,11,2,6679928.2
15.00-15.59,1,0,0,1,1,0,0,0,380731.39,2020,11,2,6679278.86
17.00-17.59,0,0,0,0,1,1,0,0,380622.37,2020,6,2,6678995.24
08.00-08.59,3,1,0,0,1,0,0,0,380261.91,2020,12,2,6677867.18
16.00-16.59,6,0,2,0,0,1,0,0,377404.98,2020,12,2,6677649.02
16.00-16.59,0,0,0,0,3,0,0,0,378996.58,2020,8,2,6677440.89
17.00-17.59,1,1,0,0,1,0,0,0,378914.19,2020,6,2,6678905.69
09.00-09.59,1,0,0,0,1,0,1,0,378215.51,2020,2,2,6677640.16
20.00-20.59,7,0,1,0,1,0,0,0,380826.96,2020,1,2,6679931.31
11.00-11.59,9,0,0,0,0,1,1,0,384828.16,2020,9,1,6684851.04
18.00-18.59,5,0,0,0,1,0,1,0,380645.39,2020,8,2,6684896.64
09.00-09.59,0,0,0,0,2,0,0,0,382039.86,2020,10,2,6685626.7
08.00-08.59,0,0,0,0,4,0,0,0,381628.1,2020,2,2,6685807.39
20.00-20.59,8,0,0,0,1,0,0,0,381744.72,2020,9,2,6686094.87
03.00-03.59,8,0,0,0,1,0,0,0,381827.45,2020,7,2,6686079.37
07.00-07.59,8,0,0,0,1,0,0,0,381440.05,2020,6,2,6686208.83
18.00-18.59,4,1,0,0,1,0,0,0,383055.84,2020,2,2,6686721.34
07.00-07.59,0,0,0,0,3,0,0,0,379851.91,2020,2,2,6684965.03
20.00-20.59,0,0,0,0,1,0,0,1,377619.45,2020,8,2,6685480.43
18.00-18.59,4,1,0,0,1,0,0,0,374182.47,2020,8,2,6671212.01
11.00-11.59,8,1,0,0,0,0,0,0,375337.93,2020,4,1,6670863.87
11.00-11.59,0,1,0,0,1,0,0,0,374846.31,2020,10,2,6671261.43
11.00-11.59,7,0,1,0,0,1,0,0,374430.78,2020,10,2,6671377.2
12.00-12.59,8,0,0,0,2,0,0,0,375230.43,2020,6,2,6671699.61
10.00-10.59,1,1,0,0,1,0,0,0,374160.06,2020,6,2,6672012.63
08.00-08.59,1,1,0,0,1,0,0,0,376786.11,2020,1,2,6673240.56
19.00-19.59,4,1,0,0,1,0,0,0,374807.43,2020,10,2,6673611.45
18.00-18.59,6,0,2,0,1,0,0,0,374380.56,2020,5,2,6672028.93
14.00-14.59,4,1,0,0,1,0,0,0,375551.2,2020,8,3,6675637.04
12.00-12.59,0,0,0,0,2,0,0,0,374874.33,2020,10,1,6676228.74
16.00-16.59,0,0,0,0,3,0,0,0,376591.88,2020,11,2,6676441.49
14.00-14.59,0,0,0,0,3,0,0,0,375640.85,2020,2,2,6676434.42
07.00-07.59,0,0,0,0,3,0,0,0,375103.43,2020,12,2,6675918.12
06.00-06.59,0,0,0,0,3,0,0,0,376005.95,2020,9,2,6676475.37
18.00-18.59,1,1,0,0,1,0,0,0,372297.95,2020,5,2,6673058.43
16.00-16.59,2,1,0,0,1,0,0,0,372402.54,2020,12,2,6673043.19
06.00-06.59,8,0,0,0,1,0,0,0,373184.16,2020,8,2,6675301.97
11.00-11.59,0,1,0,0,0,1,0,0,373745.67,2020,6,2,6671467.04
21.00-21.59,8,0,0,0,1,0,0,0,374063.24,2020,5,2,6671649.82
17.00-17.59,1,0,0,0,2,0,0,0,372603.37,2020,2,3,6671527.34
17.00-17.59,8,0,0,0,1,0,0,0,372294.26,2020,2,3,6671384.5
17.00-17.59,0,0,0,0,3,1,0,0,372083.56,2020,8,2,6672497
17.00-17.59,4,1,0,0,0,1,0,0,374903.58,2020,10,2,6678112.42
13.00-13.59,3,1,0,0,1,0,0,0,376232.17,2020,3,2,6677807.31
07.00-07.59,6,0,1,0,1,0,0,0,375575.88,2020,1,2,6684515.82
07.00-07.59,6,0,1,0,1,0,0,0,376875.61,2020,11,2,6679155.46
09.00-09.59,9,1,0,0,0,0,0,0,376130.74,2020,10,2,6683466.27
07.00-07.59,2,0,0,0,2,0,0,0,372317.89,2020,6,2,6679733.97
00.00-00.59,8,0,0,0,1,0,0,0,373342.26,2020,6,2,6681484.4
14.00-14.59,0,0,0,0,2,0,0,0,372678.58,2020,6,3,6680664.89
19.00-19.59,1,0,0,0,1,0,0,1,372847.87,2020,5,2,6682428.04
21.00-21.59,8,0,0,0,1,0,0,0,374035.81,2020,9,2,6682479.91
07.00-07.59,1,1,0,0,1,0,0,0,372038.56,2020,8,2,6676644.17
13.00-13.59,2,0,0,0,2,0,0,0,374902.64,2020,10,2,6677853.75
18.00-18.59,4,1,0,0,1,0,0,0,387525.93,2020,8,2,6684805.39
08.00-08.59,4,1,0,0,1,0,0,0,387248.43,2020,10,2,6685019.16
08.00-08.59,4,1,0,0,1,0,0,0,387081.85,2020,1,2,6685086.75
06.00-06.59,8,0,0,0,1,0,0,0,388299.11,2020,6,2,6685230.51
15.00-15.59,3,1,0,0,1,0,0,0,389287.03,2020,11,2,6685255.77
10.00-10.59,3,0,0,0,2,0,0,0,386808.1,2020,10,2,6685458.14
16.00-16.59,4,0,0,0,1,0,1,0,389802,2020,5,2,6685604.39
15.00-15.59,8,0,0,0,1,0,0,0,387067.61,2020,10,2,6686098.87
16.00-16.59,1,1,0,0,1,0,0,0,388213.35,2020,6,2,6685657.49
08.00-08.59,0,0,0,0,1,1,0,0,386512.69,2020,10,2,6686111.44
14.00-14.59,0,0,0,0,2,0,0,0,388525.37,2020,6,2,6686776.85
13.00-13.59,0,0,0,0,2,0,0,0,388801.38,2020,2,2,6686951.62
02.00-02.59,8,0,0,0,1,0,0,0,391844.1,2020,1,2,6684863.31
15.00-15.59,0,0,0,0,1,0,0,1,391111.98,2020,4,2,6685061.74
16.00-16.59,0,0,0,0,3,0,0,0,391485.25,2020,5,2,6685550.97
16.00-16.59,3,0,0,0,1,0,0,1,391144.08,2020,3,2,6685414.21
00.00-00.59,4,0,0,0,2,0,0,0,391494.59,2020,1,2,6685580.82
14.00-14.59,4,1,0,0,1,0,0,0,391003.89,2020,12,2,6685753.21
02.00-02.59,4,0,0,0,1,1,0,0,392503.89,2020,2,2,6686288.42
01.00-01.59,2,0,0,0,2,0,0,0,393124.6,2020,7,2,6686752.62
20.00-20.59,1,0,0,0,0,0,0,2,393974.6,2020,7,2,6686134.84
06.00-06.59,1,1,0,0,1,0,0,0,394713.81,2020,3,2,6687142.8
17.00-17.59,8,0,0,0,0,0,0,1,394871.24,2020,8,2,6687203.44
07.00-07.59,4,1,0,0,1,0,0,0,391919.48,2020,5,2,6686328.95
11.00-11.59,6,0,2,0,1,0,0,0,391667.56,2020,1,2,6686549.52
17.00-17.59,0,0,0,0,2,0,0,0,391324.12,2020,1,2,6686924.38
19.00-19.59,0,0,0,0,2,0,0,1,392253.81,2020,10,2,6680125.34
16.00-16.59,0,0,0,0,2,0,0,0,391952.68,2020,11,2,6678976.64
14.00-14.59,2,2,0,0,0,0,0,0,391681.81,2020,3,3,6679254.63
17.00-17.59,9,0,0,0,0,0,0,1,391321.32,2020,6,3,6679778.08
18.00-18.59,0,0,0,0,3,0,0,1,391960.64,2020,5,2,6679857.21
15.00-15.59,0,0,0,0,1,0,0,1,392168.9,2020,6,2,6680075.72
17.00-17.59,6,0,1,0,1,0,0,0,392482.88,2020,2,2,6676640.19
14.00-14.59,1,1,0,0,1,0,0,0,393376.44,2020,9,2,6678006.62
16.00-16.59,0,0,0,0,1,1,0,0,393060.33,2020,9,2,6678409.5
18.00-18.59,5,0,0,0,2,0,0,0,392097.96,2020,11,2,6678672.29
07.00-07.59,0,0,0,0,1,1,0,0,392890.87,2020,1,2,6678454.9
06.00-06.59,0,0,0,0,5,0,0,0,390434.02,2020,8,2,6679966.15
14.00-14.59,0,0,0,0,2,0,0,0,389334.05,2020,10,2,6679973.8
19.00-19.59,0,0,0,0,2,0,0,0,390425.83,2020,8,2,6680016.97
15.00-15.59,4,0,0,0,2,0,0,0,389094.58,2020,7,2,6680056.34
15.00-15.59,4,1,0,0,0,1,0,0,389114.41,2020,7,2,6680055.92
15.00-15.59,0,1,0,0,1,0,0,0,389661.41,2020,5,2,6678238.21
19.00-19.59,1,1,0,0,1,0,0,0,389611.29,2020,2,2,6678378.22
17.00-17.59,9,0,0,0,0,0,0,1,390985.24,2020,3,2,6679101.25
13.00-13.59,2,0,0,0,1,1,0,0,389436.47,2020,11,2,6679689.66
06.00-06.59,7,0,1,0,0,1,0,0,389247.02,2020,10,1,6679701.28
09.00-09.59,3,0,0,0,2,0,0,0,387864.37,2020,5,2,6677288.71
07.00-07.59,0,0,0,0,2,1,0,0,387761.79,2020,6,2,6677276.44
13.00-13.59,0,0,0,0,1,1,0,0,387379.05,2020,10,2,6677188.92
15.00-15.59,0,0,0,0,1,0,0,1,391181.39,2020,6,2,6677658.16
02.00-02.59,9,0,0,0,1,0,0,0,390540.6,2020,10,2,6677928.67
09.00-09.59,7,0,2,0,1,0,0,0,385451.41,2020,1,2,6678890.53
21.00-21.59,1,1,0,0,1,0,0,0,385441,2020,6,2,6679290.03
08.00-08.59,8,0,0,0,1,0,0,0,386327.61,2020,5,2,6679579.15
11.00-11.59,0,0,0,0,2,1,0,0,385887.87,2020,5,2,6680158.24
20.00-20.59,0,0,0,0,2,0,0,0,386202.04,2020,2,2,6680281.71
18.00-18.59,6,0,1,0,1,0,0,0,386079.39,2020,2,2,6677873.62
19.00-19.59,1,2,0,0,0,0,0,0,387063.09,2020,8,3,6678229.64
17.00-17.59,6,0,1,0,1,0,0,0,386069.55,2020,1,2,6677883.26
18.00-18.59,6,0,1,0,1,0,0,0,386740.79,2020,12,2,6678395.54
11.00-11.59,7,1,1,0,0,0,0,0,387216.47,2020,7,2,6678441.11
00.00-00.59,7,0,1,0,1,0,0,0,387009.05,2020,10,2,6677294.96
14.00-14.59,6,0,1,0,0,1,0,0,387176.14,2020,5,2,6677399.86
22.00-22.59,6,0,1,0,1,0,0,0,386383.87,2020,3,3,6676577.54
08.00-08.59,3,1,0,0,1,0,0,0,385640.58,2020,9,2,6677790.35
23.00-23.59,8,0,0,0,1,0,0,0,386722.13,2020,4,2,6677600.14
16.00-16.59,0,0,0,0,1,1,0,0,391436.95,2020,11,2,6684424.9
17.00-17.59,1,1,0,0,1,0,0,0,393144.16,2020,6,2,6682261.79
14.00-14.59,4,0,0,0,1,0,1,0,393124.76,2020,5,2,6682286.34
07.00-07.59,9,0,0,0,2,0,0,0,393244.16,2020,2,2,6683982.71
00.00-00.59,8,0,0,1,0,0,0,0,392021.66,2020,6,2,6684469.5
12.00-12.59,4,1,0,0,1,0,0,0,391696.72,2020,1,3,6682608.31
23.00-23.59,0,0,0,0,2,0,0,0,393319.25,2020,1,2,6681988.75
23.00-23.59,7,0,1,0,1,0,0,0,393245,2020,12,2,6681698.09
06.00-06.59,0,0,0,0,2,0,0,0,392517.28,2020,1,2,6680404.98
20.00-20.59,0,0,0,0,4,0,0,0,392404.2,2020,7,2,6680290.82
06.00-06.59,8,0,0,0,1,0,0,0,393154.96,2020,11,2,6681091.15
08.00-08.59,3,1,0,0,1,0,0,0,390417.69,2020,8,2,6681712.33
14.00-14.59,0,0,0,0,1,0,0,1,390201.26,2020,8,2,6682734.43
18.00-18.59,6,0,1,0,1,0,0,0,390010.19,2020,10,2,6684226.9
00.00-00.59,8,0,0,0,1,0,0,0,391119.69,2020,1,2,6682847.86
14.00-14.59,0,0,0,0,2,0,0,0,391173.84,2020,8,2,6684459.3
15.00-15.59,1,0,0,0,2,0,0,0,389682.32,2020,11,2,6680777.81
08.00-08.59,7,0,1,0,1,0,0,0,389152.55,2020,11,2,6680781.01
23.00-23.59,6,0,2,0,1,0,0,0,389636.6,2020,10,2,6681193.61
07.00-07.59,4,1,0,0,1,0,0,0,390128.01,2020,9,2,6681209.54
18.00-18.59,4,1,0,0,1,0,0,0,390262.26,2020,8,2,6681363.05
13.00-13.59,1,1,0,0,1,0,0,0,389420.17,2020,11,2,6680517.21
12.00-12.59,3,0,0,0,2,0,0,0,389532.42,2020,10,2,6680733.51
01.00-01.59,8,0,0,0,1,0,0,0,389288.4,2020,8,2,6680702.69
08.00-08.59,4,1,0,0,1,0,0,0,389699.31,2020,6,2,6680772.26
12.00-12.59,1,1,0,0,1,0,0,0,389695.84,2020,9,2,6680775.09
16.00-16.59,3,0,0,0,3,0,0,0,387988.54,2020,11,2,6683276.56
16.00-16.59,0,0,0,0,3,0,0,0,388186.08,2020,9,2,6684314.8
20.00-20.59,5,0,0,0,1,0,1,0,387133.57,2020,6,2,6684331.45
15.00-15.59,0,0,0,0,3,0,0,0,388190.32,2020,8,2,6684343.63
16.00-16.59,5,0,0,0,1,0,1,0,387867.34,2020,5,2,6684410.16
14.00-14.59,1,1,0,0,1,0,0,0,385889.85,2020,10,2,6681752.27
08.00-08.59,4,2,0,0,0,0,0,0,385864.79,2020,3,2,6681764.91
16.00-16.59,3,0,0,0,1,0,0,1,388652.55,2020,4,2,6682115.67
03.00-03.59,8,0,0,0,1,0,0,0,387434.23,2020,7,2,6682419.05
10.00-10.59,0,0,0,0,1,0,0,1,388877.22,2020,5,2,6682521.98
08.00-08.59,2,0,0,0,2,0,0,0,388024.33,2020,10,2,6680412.06
12.00-12.59,6,0,1,0,1,0,0,0,387979.62,2020,11,2,6680597.96
16.00-16.59,4,1,0,0,1,0,0,0,386626.89,2020,6,2,6680860.98
20.00-20.59,0,0,0,0,1,0,0,1,386068.99,2020,8,2,6681285.67
14.00-14.59,3,0,0,0,1,0,1,0,385976.92,2020,1,2,6681392.49
14.00-14.59,6,0,1,0,1,0,0,0,393706.66,2020,11,2,6676610.83
17.00-17.59,3,0,0,0,1,0,1,0,394025.82,2020,1,2,6676606.67
17.00-17.59,6,0,1,0,1,0,0,0,393710.19,2020,1,3,6676616.5
23.00-23.59,8,0,0,0,1,0,0,0,393641.67,2020,3,2,6676799.93
15.00-15.59,1,1,0,0,1,0,0,0,393703.21,2020,10,2,6676623.5
19.00-19.59,4,0,0,0,2,0,0,0,393638.63,2020,12,2,6677810.86
17.00-17.59,6,0,3,0,1,0,0,0,393659.03,2020,12,2,6676543.04
16.00-16.59,1,1,0,0,1,0,0,0,394040.01,2020,3,2,6676830.96
16.00-16.59,4,0,0,0,2,0,0,0,393636.98,2020,7,2,6677826.93
17.00-17.59,0,0,0,0,2,0,0,0,393531.44,2020,1,2,6678120.93
11.00-11.59,0,0,0,0,2,0,0,0,393566.43,2020,6,2,6678648.14
04.00-04.59,8,0,0,0,1,0,0,0,393716.72,2020,7,2,6678942.27
12.00-12.59,7,0,1,0,0,1,0,0,393802.18,2020,5,2,6679267.47
16.00-16.59,0,1,0,0,1,0,0,0,394226.79,2020,8,2,6679354.49
00.00-00.59,9,0,0,0,2,0,0,0,393980.56,2020,7,2,6679553.71
09.00-09.59,1,0,0,0,2,0,0,0,393989.79,2020,7,1,6680485.18
16.00-16.59,6,0,2,0,1,0,0,0,394468.68,2020,11,2,6682152.5
11.00-11.59,0,0,0,0,1,1,0,0,393636.56,2020,9,2,6682161.49
11.00-11.59,4,1,0,0,1,0,0,0,393865.36,2020,9,2,6682245.6
06.00-06.59,8,0,0,0,1,0,0,0,393643.22,2020,9,2,6682628.48
14.00-14.59,8,0,0,0,0,0,0,1,394435.55,2020,8,3,6683441.97
04.00-04.59,8,0,0,0,1,0,0,0,394126.07,2020,6,2,6683632.3
09.00-09.59,8,0,0,0,1,0,0,0,394188.5,2020,10,2,6683653.8
15.00-15.59,3,1,0,0,1,0,0,0,394309.81,2020,9,2,6684297.7
01.00-01.59,8,0,0,0,1,0,0,0,393981.45,2020,10,2,6683635.02
16.00-16.59,6,0,2,0,1,0,0,0,393733.27,2020,1,2,6683870.88
12.00-12.59,1,1,0,0,1,0,0,0,393942.85,2020,7,2,6683937.24
14.00-14.59,0,0,0,0,2,0,0,0,394921.17,2020,12,2,6677211.54
16.00-16.59,6,0,1,0,1,0,0,0,397366.56,2020,9,2,6677003.19
08.00-08.59,4,1,0,0,1,0,0,0,395210.44,2020,10,2,6677571.39
16.00-16.59,7,0,1,0,1,0,0,0,394953.71,2020,4,2,6678260.2
15.00-15.59,0,0,0,0,3,0,0,0,395340.76,2020,10,2,6677590.24
06.00-06.59,8,0,0,0,0,0,0,1,397511.25,2020,11,2,6677634.47
15.00-15.59,1,1,0,0,1,0,0,0,396060.15,2020,8,3,6678356.53
20.00-20.59,8,0,0,0,1,0,0,0,395599.59,2020,2,2,6678719.47
17.00-17.59,8,0,0,0,1,0,0,0,396721.27,2020,7,2,6679083.91
11.00-11.59,4,0,0,0,2,0,0,0,395176.19,2020,2,2,6679376.19
14.00-14.59,4,1,0,0,1,0,0,0,395485.66,2020,6,2,6680349.79
