kello,onntyyppi,lkmpp,lkmjk,lkmmuukulk,lkmhapa,lkmlaka,lkmmo,lkmmp,x,vvonn,kkonn,vakav,y
13.00-13.59,0,0,0,0,1,0,0,1,384148.12,2019,2,2,6671557.86
14.00-14.59,0,0,0,0,3,0,0,0,384001.22,2019,1,2,6671687.37
09.00-09.59,8,0,0,0,0,0,0,1,383856.62,2019,10,3,6671788.77
08.00-08.59,6,0,1,0,1,0,0,0,384178.2,2019,12,2,6673693.95
16.00-16.59,6,0,1,0,1,0,0,0,384028.57,2019,5,2,6674446.66
07.00-07.59,7,0,1,0,1,0,0,0,384118.7,2019,2,2,6674367.48
23.00-23.59,1,0,0,0,2,0,0,0,384138.52,2019,1,2,6674537.44
19.00-19.59,3,1,0,0,1,0,0,0,383619.22,2019,8,2,6675003.13
15.00-15.59,0,0,0,0,3,0,0,0,373647.83,2019,11,2,6681944.44
15.00-15.59,0,0,0,0,3,0,0,0,379044.39,2019,8,2,6682378.07
17.00-17.59,8,0,0,0,0,0,0,1,376066.03,2019,4,1,6683575.09
15.00-15.59,2,1,0,0,0,0,1,0,378550.01,2019,5,2,6683925.97
07.00-07.59,6,0,1,0,1,0,0,0,376082.23,2019,11,3,6683723.26
14.00-14.59,8,0,0,0,1,0,0,0,378609.87,2019,7,2,6683772.79
15.00-15.59,6,0,1,0,1,0,0,0,376160.34,2019,11,2,6684107.83
23.00-23.59,8,0,0,0,1,0,0,0,378457.49,2019,11,3,6684406.67
16.00-16.59,0,0,0,0,2,0,0,0,375556.86,2019,1,2,6684481.89
08.00-08.59,0,0,0,0,1,1,0,0,380339.46,2019,2,2,6678974.36
09.00-09.59,4,1,0,0,1,0,0,0,381606.62,2019,7,2,6678238.09
12.00-12.59,1,1,0,0,1,0,0,0,381475.79,2019,6,2,6678280.2
08.00-08.59,0,0,0,0,0,1,0,1,379461.53,2019,5,2,6678750.62
08.00-08.59,4,1,0,0,0,0,1,0,379731.9,2019,4,3,6678773
16.00-16.59,1,0,0,0,1,1,0,0,381532.78,2019,11,2,6679585.98
15.00-15.59,0,0,0,0,2,0,0,0,381467.07,2019,4,2,6679554.28
17.00-17.59,3,0,0,0,2,0,0,0,380791.79,2019,7,2,6679768.81
18.00-18.59,6,0,1,0,1,0,0,0,380766.48,2019,11,2,6679865.75
16.00-16.59,6,0,1,0,1,0,0,0,380754.48,2019,11,2,6679936.56
16.00-16.59,6,0,2,0,1,0,0,0,380734.35,2019,12,2,6680514.68
10.00-10.59,1,1,0,0,0,1,0,0,380731.73,2019,9,2,6680518.05
14.00-14.59,1,0,0,0,1,0,0,1,380609.83,2019,5,2,6680302.72
18.00-18.59,6,0,1,0,1,0,0,0,381328.93,2019,12,2,6680022.79
19.00-19.59,0,0,0,0,3,0,0,0,381037.82,2019,6,2,6680087.86
19.00-19.59,4,0,0,0,3,0,0,0,380758.71,2019,1,2,6680482.64
20.00-20.59,0,0,0,0,3,0,0,0,380711.1,2019,4,2,6680519.91
23.00-23.59,8,0,0,0,1,0,0,0,379979.37,2019,1,2,6681109.03
09.00-09.59,4,0,0,0,3,0,0,0,379564.28,2019,5,2,6681740.87
17.00-17.59,5,1,0,0,1,0,0,0,379812.57,2019,6,2,6681842.96
16.00-16.59,6,0,1,0,1,0,0,0,380661.34,2019,10,2,6682528.79
13.00-13.59,0,0,1,0,2,0,0,0,380881.79,2019,8,2,6682199.22
19.00-19.59,6,0,1,0,1,0,0,0,379444.58,2019,11,2,6683197.91
21.00-21.59,8,0,0,0,1,0,0,0,379074.03,2019,6,2,6683344.78
03.00-03.59,9,0,0,0,1,0,0,0,381498.11,2019,2,2,6684116.49
12.00-12.59,8,0,0,0,1,0,0,0,379100.39,2019,2,2,6683383.51
07.00-07.59,6,0,1,0,1,0,0,0,381594.04,2019,10,2,6684126.31
08.00-08.59,0,0,0,0,0,1,0,1,382504.17,2019,5,2,6678167.95
07.00-07.59,4,1,0,1,0,0,0,0,381655.97,2019,10,3,6678231.17
22.00-22.59,4,1,0,0,1,0,0,0,381627.32,2019,8,2,6679303.74
20.00-20.59,8,0,0,0,2,0,0,0,383101.7,2019,4,2,6679237.64
21.00-21.59,4,1,0,0,1,0,0,0,381810.98,2019,4,2,6678280.22
07.00-07.59,0,0,0,0,4,0,0,0,382427.9,2019,8,2,6679424.55
16.00-16.59,0,0,0,0,3,0,0,0,383069.31,2019,9,2,6679688.88
16.00-16.59,5,0,0,0,1,0,1,0,383158.23,2019,5,2,6679720.58
20.00-20.59,8,0,0,0,1,0,0,0,382404.31,2019,5,2,6680224.8
06.00-06.59,7,0,1,0,1,0,0,0,382406.24,2019,4,2,6680226.69
20.00-20.59,8,0,0,0,1,0,0,0,381997.46,2019,1,2,6680428.22
11.00-11.59,0,0,0,0,2,0,0,0,382205.38,2019,8,2,6682588.09
12.00-12.59,0,0,0,0,2,0,0,0,382207.59,2019,1,2,6682587.12
15.00-15.59,8,0,0,0,1,0,0,0,382512.54,2019,3,2,6681402.97
15.00-15.59,9,0,0,0,0,0,0,1,382845.96,2019,9,2,6682881.25
15.00-15.59,7,0,1,0,1,0,0,0,383353.83,2019,3,2,6680752.19
08.00-08.59,6,0,1,0,1,0,0,0,382925.34,2019,4,2,6680776.05
14.00-14.59,8,0,0,0,1,0,0,0,382283.41,2019,12,2,6682570.89
15.00-15.59,8,0,0,0,0,0,0,1,381621,2019,7,2,6682963
06.00-06.59,0,0,0,0,2,0,0,0,382431.9,2019,10,2,6683177.8
14.00-14.59,5,1,0,0,1,0,0,0,381623.48,2019,9,2,6684151.55
09.00-09.59,0,0,0,0,0,2,0,0,382117.81,2019,10,2,6684328.64
12.00-12.59,0,0,0,0,2,0,0,0,377264.32,2019,5,2,6678385.64
21.00-21.59,6,0,1,0,1,0,0,0,374972.84,2019,1,2,6678505.26
18.00-18.59,2,0,0,0,2,0,0,0,374278.98,2019,6,2,6678587.17
18.00-18.59,1,1,0,0,1,0,0,0,376930.84,2019,9,2,6678592.39
12.00-12.59,6,0,1,0,1,0,0,0,375026.29,2019,11,2,6679752.74
12.00-12.59,4,3,0,0,1,0,0,0,378809.04,2019,5,2,6679916.27
18.00-18.59,5,2,0,0,0,0,0,0,374812.1,2019,8,2,6679224.64
16.00-16.59,1,1,0,0,1,0,0,0,378792.95,2019,12,2,6681837.66
16.00-16.59,1,0,0,0,2,0,0,0,378013.6,2019,3,2,6678220.86
21.00-21.59,6,0,1,0,1,0,0,0,378727.56,2019,11,2,6678032.5
21.00-21.59,5,1,0,0,1,0,0,0,378755.23,2019,8,2,6678133
17.00-17.59,9,0,1,0,1,0,0,0,379003.36,2019,4,2,6677742.92
02.00-02.59,8,0,0,0,1,0,0,0,378032.49,2019,3,2,6678221.29
08.00-08.59,6,0,1,0,1,0,0,0,374574.06,2019,3,2,6671512.79
18.00-18.59,5,0,0,0,2,0,0,0,373743.8,2019,6,2,6671872.93
17.00-17.59,6,0,1,0,1,0,0,0,372523.6,2019,11,2,6671978.03
16.00-16.59,6,0,1,0,1,0,0,0,374136.4,2019,11,2,6672042.22
16.00-16.59,0,0,0,0,2,0,0,0,375147.84,2019,3,2,6672052.75
21.00-21.59,8,0,0,0,1,0,0,0,372230.98,2019,4,2,6672352.23
02.00-02.59,8,0,0,0,0,0,0,1,371900.56,2019,5,2,6672598.76
02.00-02.59,8,0,0,0,2,0,0,0,375409.23,2019,1,2,6672514.76
07.00-07.59,0,0,0,0,2,0,0,0,374319.02,2019,3,2,6673321
17.00-17.59,6,0,1,0,1,0,0,0,378068.33,2019,9,2,6672565.45
16.00-16.59,0,0,0,0,4,0,0,0,381024.14,2019,8,2,6671573
17.00-17.59,6,0,1,0,1,0,0,0,379746.56,2019,11,2,6673079.69
09.00-09.59,5,1,0,0,1,0,0,0,381229.51,2019,4,2,6671439.27
14.00-14.59,9,0,1,0,0,1,0,0,378154.37,2019,1,2,6672211.9
15.00-15.59,0,0,0,0,1,1,0,0,378535.15,2019,1,2,6674129.94
23.00-23.59,9,0,1,0,1,0,0,0,376688.47,2019,4,2,6672597.64
15.00-15.59,0,0,0,0,3,0,0,0,375492.33,2019,12,2,6672037.81
19.00-19.59,4,1,0,0,1,0,0,0,377263.22,2019,5,2,6673863.82
08.00-08.59,0,0,0,0,4,0,0,0,378470.6,2019,8,2,6675608.99
09.00-09.59,0,0,0,0,2,0,0,0,378914.39,2019,4,2,6676229.44
04.00-04.59,8,0,0,0,1,0,0,0,381178.69,2019,2,2,6676013.9
08.00-08.59,1,0,0,0,3,0,0,0,378918.91,2019,11,2,6676187.74
02.00-02.59,8,0,0,0,1,0,0,0,375442.13,2019,10,2,6676351.42
18.00-18.59,0,0,0,0,3,0,0,0,376862.11,2019,12,2,6676431.62
16.00-16.59,0,0,0,0,3,0,0,0,376615.11,2019,1,2,6676426
13.00-13.59,9,0,0,0,2,0,0,0,377163.36,2019,7,2,6676477.61
14.00-14.59,7,0,1,0,1,0,0,0,379316.93,2019,4,2,6676504.21
16.00-16.59,0,0,0,0,4,0,0,0,377530.89,2019,11,2,6676559.9
07.00-07.59,0,0,0,0,7,0,0,0,378067.53,2019,5,2,6676620.26
16.00-16.59,0,0,0,0,3,0,0,0,378961.98,2019,4,2,6676812.34
16.00-16.59,0,0,0,0,2,0,0,0,378969.76,2019,9,2,6677013.96
15.00-15.59,9,0,1,0,1,0,0,0,378830.64,2019,11,2,6677596.59
03.00-03.59,8,0,0,0,0,0,0,1,376121.48,2019,8,1,6677458.99
17.00-17.59,4,1,0,0,1,0,0,0,377920.92,2019,9,2,6677023.58
00.00-00.59,8,0,0,0,1,0,0,0,378941.16,2019,1,2,6676682.23
11.00-11.59,7,0,1,0,1,0,0,0,378813.82,2019,5,2,6677614.09
16.00-16.59,9,1,0,0,1,0,0,0,382426.03,2019,5,2,6671158.76
17.00-17.59,8,0,0,0,1,0,0,0,381703.78,2019,12,2,6675863.95
10.00-10.59,1,1,0,0,1,0,0,0,382622.87,2019,5,2,6671183.81
07.00-07.59,1,1,0,0,1,0,0,0,383280.15,2019,10,2,6674769.07
09.00-09.59,6,0,1,0,1,0,0,0,383276.02,2019,11,2,6674763.94
09.00-09.59,0,0,0,0,1,1,0,0,382722.49,2019,9,2,6675208.83
14.00-14.59,0,0,0,0,1,1,0,0,383165.76,2019,4,2,6671797.62
08.00-08.59,5,1,0,0,1,0,0,0,382075.65,2019,5,2,6674332.38
17.00-17.59,7,0,1,0,0,1,0,0,382498.98,2019,11,2,6671171.75
15.00-15.59,0,0,0,0,2,0,0,0,382443.31,2019,5,2,6675867.78
23.00-23.59,8,0,0,0,1,0,0,0,382385.46,2019,3,2,6675917.21
16.00-16.59,8,0,0,0,0,0,0,1,382452.87,2019,5,2,6675923.39
17.00-17.59,8,0,0,0,1,0,0,0,382478.28,2019,8,2,6675935.42
03.00-03.59,9,0,0,0,2,0,0,0,382339.48,2019,3,2,6676038.83
16.00-16.59,2,0,0,0,2,0,0,0,381614.63,2019,7,2,6676362.78
05.00-05.59,4,1,0,0,1,0,0,0,383157.82,2019,7,2,6676521.4
13.00-13.59,0,0,0,0,1,1,0,0,382973.48,2019,5,2,6676737.94
09.00-09.59,9,1,0,0,0,1,0,0,382475.5,2019,9,2,6677412.33
08.00-08.59,4,1,0,0,1,0,0,0,383070.91,2019,11,2,6677413.28
19.00-19.59,4,1,0,0,1,0,0,0,383148.54,2019,10,2,6677504.68
18.00-18.59,7,0,1,0,0,1,0,0,381965.44,2019,3,2,6677516.28
16.00-16.59,5,1,0,0,1,0,0,0,381800.89,2019,7,2,6677629.97
11.00-11.59,8,0,0,0,1,0,0,0,375250.33,2019,8,2,6673777.63
21.00-21.59,5,0,0,0,2,0,0,0,375400.93,2019,12,2,6676624.61
16.00-16.59,1,1,0,0,1,0,0,0,373500.36,2019,11,2,6677418.08
01.00-01.59,9,0,0,0,1,0,1,0,374568.54,2019,10,2,6670659.76
16.00-16.59,7,0,1,0,1,0,0,0,374900.48,2019,3,2,6670686.38
15.00-15.59,4,1,0,0,1,0,0,0,374844.14,2019,4,2,6670806.65
17.00-17.59,1,1,0,0,1,0,0,0,373745.62,2019,6,2,6671457.51
17.00-17.59,4,1,0,0,1,0,0,0,374404.72,2019,10,2,6671089.65
12.00-12.59,0,0,0,0,2,0,0,0,372967.61,2019,3,2,6671511.87
10.00-10.59,5,1,0,0,1,0,0,0,386894.7,2019,8,2,6685364.61
06.00-06.59,8,0,0,0,1,0,0,0,388433.92,2019,3,2,6685425.19
09.00-09.59,6,0,1,0,1,0,0,0,386926.17,2019,1,2,6685040.53
15.00-15.59,3,0,0,0,1,0,0,1,386624.74,2019,9,3,6685447.62
12.00-12.59,1,0,0,0,2,0,0,0,386606.49,2019,2,2,6685448.63
14.00-14.59,5,0,0,0,1,0,1,0,386808.35,2019,12,2,6685464.86
17.00-17.59,7,0,1,0,1,0,0,0,387844.2,2019,10,2,6685466.63
16.00-16.59,1,0,0,0,2,0,0,0,389275.08,2019,6,2,6685507.31
00.00-00.59,8,0,0,0,1,0,0,0,385855.96,2019,3,2,6685572.9
16.00-16.59,0,0,0,0,2,0,0,0,387754.39,2019,11,2,6685623.14
17.00-17.59,0,0,0,0,2,0,0,0,387679.03,2019,12,2,6685691.21
07.00-07.59,0,0,0,0,2,2,0,0,387692.69,2019,5,2,6685705.52
07.00-07.59,0,0,0,0,6,0,0,0,387597.32,2019,12,2,6685778.24
23.00-23.59,8,0,0,0,0,0,1,0,387222.92,2019,6,2,6685785.26
18.00-18.59,4,0,0,0,2,0,0,0,387888.24,2019,10,3,6685836.18
18.00-18.59,4,0,0,0,2,0,0,0,386772.04,2019,5,2,6686282.96
15.00-15.59,0,0,0,0,4,0,0,0,387350.48,2019,6,2,6685901.02
18.00-18.59,3,0,0,0,1,0,1,0,388455.69,2019,10,2,6685856.57
12.00-12.59,0,0,0,0,2,0,0,0,391390.68,2019,12,2,6685261.5
07.00-07.59,7,0,1,0,1,0,0,0,392093,2019,3,2,6684729
20.00-20.59,9,0,0,0,0,0,0,1,391608.45,2019,8,2,6685550.42
19.00-19.59,0,0,0,0,1,1,0,0,391086.12,2019,8,2,6685256.53
16.00-16.59,3,1,0,0,1,0,0,0,391605.26,2019,10,2,6685333.16
17.00-17.59,5,0,0,0,2,0,0,0,390216.5,2019,2,2,6684925.54
11.00-11.59,4,1,0,0,1,0,0,0,389287.29,2019,9,2,6685254.59
14.00-14.59,1,0,0,0,2,0,0,0,391369.91,2019,10,2,6685258.17
22.00-22.59,4,0,0,0,2,0,0,0,391501.38,2019,10,2,6685586.92
09.00-09.59,4,0,0,0,1,0,1,0,389760.9,2019,4,2,6685610.78
09.00-09.59,6,0,1,0,1,0,0,0,392181,2019,12,2,6685725.24
13.00-13.59,4,1,0,0,1,0,0,0,390322.05,2019,4,2,6685802.18
12.00-12.59,0,0,0,0,0,2,0,0,391571.13,2019,11,2,6685822.16
15.00-15.59,6,0,1,0,1,0,0,0,391846.89,2019,2,2,6685643.23
15.00-15.59,4,1,0,0,1,0,0,0,392160.64,2019,10,2,6685727.98
15.00-15.59,4,1,0,0,1,0,0,0,392256.8,2019,10,2,6685960.05
19.00-19.59,2,0,0,0,2,0,0,0,391464.55,2019,2,2,6686089.34
13.00-13.59,5,1,0,0,1,0,0,0,391307.02,2019,9,2,6686401.79
09.00-09.59,9,0,0,1,0,0,0,0,393948.66,2019,4,2,6685225.56
17.00-17.59,1,0,0,0,2,0,0,0,393190.92,2019,2,2,6684708.91
17.00-17.59,2,2,0,0,0,0,0,0,393006.9,2019,8,2,6685902.63
08.00-08.59,4,0,0,0,2,1,0,0,395045.41,2019,2,2,6684966.17
16.00-16.59,0,0,0,0,3,0,0,0,394742.21,2019,7,2,6686031.27
07.00-07.59,8,0,0,0,1,0,0,0,394594.94,2019,5,2,6685026.1
14.00-14.59,8,0,0,1,0,0,0,0,394536.86,2019,6,2,6685647.2
17.00-17.59,7,0,1,0,1,0,0,0,394214.52,2019,12,2,6686164.81
16.00-16.59,6,0,1,0,1,0,0,0,392264.75,2019,11,2,6686226.21
09.00-09.59,2,0,0,0,1,1,0,0,395154.56,2019,9,1,6686248.1
12.00-12.59,1,0,0,0,1,0,1,0,395290.44,2019,7,2,6686873.45
18.00-18.59,5,0,0,0,1,0,1,0,394923.3,2019,5,2,6687127.92
09.00-09.59,4,1,0,0,0,0,1,0,391040.42,2019,5,2,6686502.54
12.00-12.59,8,0,0,0,1,0,0,0,389761.62,2019,8,2,6687262.27
16.00-16.59,0,0,0,0,5,0,0,0,388750.93,2019,4,2,6686283.45
20.00-20.59,0,0,0,0,4,1,0,0,385363,2019,3,1,6686331.02
16.00-16.59,9,0,0,0,3,0,0,0,387707.49,2019,2,2,6687169.63
22.00-22.59,3,0,0,0,2,0,0,0,388512.14,2019,6,2,6686781.81
16.00-16.59,0,0,0,0,2,0,0,0,387332.29,2019,8,3,6686815.87
08.00-08.59,0,0,0,0,4,0,0,0,409397.26,2019,1,2,6685622.79
12.00-12.59,4,1,0,0,1,0,0,0,407352.98,2019,9,2,6685678.63
13.00-13.59,9,0,0,1,0,0,0,1,406413.94,2019,7,2,6685859.56
15.00-15.59,4,1,0,0,1,0,0,0,384081.94,2019,8,2,6685113.98
15.00-15.59,1,1,0,0,1,0,0,0,382184.75,2019,8,2,6685681.18
11.00-11.59,0,0,0,0,0,2,0,0,382992.02,2019,6,2,6686427.45
20.00-20.59,8,0,0,0,1,0,0,0,384588.27,2019,10,3,6686347.08
15.00-15.59,2,1,0,1,0,0,0,0,382735.03,2019,9,1,6686258.94
04.00-04.59,8,0,0,0,1,0,0,0,382205.27,2019,3,2,6686339.4
15.00-15.59,0,0,0,0,1,0,0,1,383055.87,2019,6,2,6686472.02
08.00-08.59,0,0,0,0,3,0,0,0,383886.44,2019,1,3,6686486.07
17.00-17.59,0,0,0,0,1,0,1,0,381560.99,2019,6,2,6685302.34
04.00-04.59,0,0,0,0,3,0,0,0,381584.48,2019,5,2,6685946.35
23.00-23.59,8,0,0,0,1,0,0,0,381668,2019,8,2,6685967.01
